0.000000	0.006705
0.000303	0.001992
0.000606	0.001355
0.000909	0.001054
0.001212	0.000864
0.001516	0.000732
0.001819	0.000638
0.002122	0.000570
0.002425	0.000520
0.002728	0.000482
0.003031	0.000454
0.003334	0.000434
0.003637	0.000423
0.003941	0.000415
0.004244	0.000415
0.004547	0.000422
0.004850	0.000438
0.005153	0.000465
0.005456	0.000505
0.005759	0.000571
0.006062	0.000674
0.006366	0.000847
0.006669	0.001140
0.006972	0.001504
0.007275	0.001346
0.007578	0.000903
0.007881	0.000622
0.008184	0.000460
0.008487	0.000360
0.008791	0.000294
0.009094	0.000247
0.009397	0.000213
0.009700	0.000187
0.010003	0.000167
0.010306	0.000150
0.010609	0.000137
0.010912	0.000126
0.011216	0.000117
0.011519	0.000109
0.011822	0.000103
0.012125	0.000097
0.012428	0.000092
0.012731	0.000087
0.013034	0.000083
0.013337	0.000079
0.013640	0.000076
0.013944	0.000073
0.014247	0.000071
0.014550	0.000068
0.014853	0.000066
0.015156	0.000064
0.015459	0.000062
0.015762	0.000060
0.016065	0.000058
0.016369	0.000057
0.016672	0.000055
0.016975	0.000054
0.017278	0.000053
0.017581	0.000051
0.017884	0.000050
0.018187	0.000049
0.018490	0.000048
0.018794	0.000047
0.019097	0.000046
0.019400	0.000045
0.019703	0.000044
0.020006	0.000043
0.020309	0.000043
0.020612	0.000042
0.020915	0.000041
0.021219	0.000040
0.021522	0.000040
0.021825	0.000039
0.022128	0.000038
0.022431	0.000038
0.022734	0.000037
0.023037	0.000037
0.023340	0.000036
0.023644	0.000036
0.023947	0.000035
0.024250	0.000035
0.024553	0.000034
0.024856	0.000034
0.025159	0.000033
0.025462	0.000033
0.025765	0.000032
0.026069	0.000032
0.026372	0.000032
0.026675	0.000031
0.026978	0.000031
0.027281	0.000030
0.027584	0.000030
0.027887	0.000030
0.028190	0.000029
0.028493	0.000029
0.028797	0.000029
0.029100	0.000028
0.029403	0.000028
0.029706	0.000028
0.030009	0.000027
0.030312	0.000027
0.030615	0.000027
0.030918	0.000027
0.031222	0.000026
0.031525	0.000026
0.031828	0.000026
0.032131	0.000025
0.032434	0.000025
0.032737	0.000025
0.033040	0.000025
0.033343	0.000024
0.033647	0.000024
0.033950	0.000024
0.034253	0.000024
0.034556	0.000024
0.034859	0.000023
0.035162	0.000023
0.035465	0.000023
0.035768	0.000023
0.036072	0.000023
0.036375	0.000022
0.036678	0.000022
0.036981	0.000022
0.037284	0.000022
0.037587	0.000022
0.037890	0.000021
0.038193	0.000021
0.038497	0.000021
0.038800	0.000021
0.039103	0.000021
0.039406	0.000021
0.039709	0.000020
0.040012	0.000020
0.040315	0.000020
0.040618	0.000020
0.040921	0.000020
0.041225	0.000020
0.041528	0.000019
0.041831	0.000019
0.042134	0.000019
0.042437	0.000019
0.042740	0.000019
0.043043	0.000019
0.043346	0.000019
0.043650	0.000019
0.043953	0.000018
0.044256	0.000018
0.044559	0.000018
0.044862	0.000018
0.045165	0.000018
0.045468	0.000018
0.045771	0.000018
0.046075	0.000018
0.046378	0.000017
0.046681	0.000017
0.046984	0.000017
0.047287	0.000017
0.047590	0.000017
0.047893	0.000017
0.048196	0.000017
0.048500	0.000017
0.048803	0.000017
0.049106	0.000016
0.049409	0.000016
0.049712	0.000016
0.050015	0.000016
0.050318	0.000016
0.050621	0.000016
0.050925	0.000016
0.051228	0.000016
0.051531	0.000016
0.051834	0.000016
0.052137	0.000015
0.052440	0.000015
0.052743	0.000015
0.053046	0.000015
0.053349	0.000015
0.053653	0.000015
0.053956	0.000015
0.054259	0.000015
0.054562	0.000015
0.054865	0.000015
0.055168	0.000015
0.055471	0.000015
0.055774	0.000014
0.056078	0.000014
0.056381	0.000014
0.056684	0.000014
0.056987	0.000014
0.057290	0.000014
0.057593	0.000014
0.057896	0.000014
0.058199	0.000014
0.058503	0.000014
0.058806	0.000014
0.059109	0.000014
0.059412	0.000014
0.059715	0.000013
0.060018	0.000013
0.060321	0.000013
0.060624	0.000013
0.060928	0.000013
0.061231	0.000013
0.061534	0.000013
0.061837	0.000013
0.062140	0.000013
0.062443	0.000013
0.062746	0.000013
0.063049	0.000013
0.063353	0.000013
0.063656	0.000013
0.063959	0.000013
0.064262	0.000013
0.064565	0.000012
0.064868	0.000012
0.065171	0.000012
0.065474	0.000012
0.065778	0.000012
0.066081	0.000012
0.066384	0.000012
0.066687	0.000012
0.066990	0.000012
0.067293	0.000012
0.067596	0.000012
0.067899	0.000012
0.068202	0.000012
0.068506	0.000012
0.068809	0.000012
0.069112	0.000012
0.069415	0.000012
0.069718	0.000012
0.070021	0.000011
0.070324	0.000011
0.070627	0.000011
0.070931	0.000011
0.071234	0.000011
0.071537	0.000011
0.071840	0.000011
0.072143	0.000011
0.072446	0.000011
0.072749	0.000011
0.073052	0.000011
0.073356	0.000011
0.073659	0.000011
0.073962	0.000011
0.074265	0.000011
0.074568	0.000011
0.074871	0.000011
0.075174	0.000011
0.075477	0.000011
0.075781	0.000011
0.076084	0.000011
0.076387	0.000011
0.076690	0.000010
0.076993	0.000010
0.077296	0.000010
0.077599	0.000010
0.077902	0.000010
0.078206	0.000010
0.078509	0.000010
0.078812	0.000010
0.079115	0.000010
0.079418	0.000010
0.079721	0.000010
0.080024	0.000010
0.080327	0.000010
0.080630	0.000010
0.080934	0.000010
0.081237	0.000010
0.081540	0.000010
0.081843	0.000010
0.082146	0.000010
0.082449	0.000010
0.082752	0.000010
0.083055	0.000010
0.083359	0.000010
0.083662	0.000010
0.083965	0.000010
0.084268	0.000010
0.084571	0.000010
0.084874	0.000009
0.085177	0.000009
0.085480	0.000009
0.085784	0.000009
0.086087	0.000009
0.086390	0.000009
0.086693	0.000009
0.086996	0.000009
0.087299	0.000009
0.087602	0.000009
0.087905	0.000009
0.088209	0.000009
0.088512	0.000009
0.088815	0.000009
0.089118	0.000009
0.089421	0.000009
0.089724	0.000009
0.090027	0.000009
0.090330	0.000009
0.090634	0.000009
0.090937	0.000009
0.091240	0.000009
0.091543	0.000009
0.091846	0.000009
0.092149	0.000009
0.092452	0.000009
0.092755	0.000009
0.093059	0.000009
0.093362	0.000009
0.093665	0.000009
0.093968	0.000009
0.094271	0.000009
0.094574	0.000009
0.094877	0.000009
0.095180	0.000008
0.095483	0.000008
0.095787	0.000008
0.096090	0.000008
0.096393	0.000008
0.096696	0.000008
0.096999	0.000008
0.097302	0.000008
0.097605	0.000008
0.097908	0.000008
0.098212	0.000008
0.098515	0.000008
0.098818	0.000008
0.099121	0.000008
0.099424	0.000008
0.099727	0.000008
0.100030	0.000008
0.100333	0.000008
0.100637	0.000008
0.100940	0.000008
0.101243	0.000008
0.101546	0.000008
0.101849	0.000008
0.102152	0.000008
0.102455	0.000008
0.102758	0.000008
0.103062	0.000008
0.103365	0.000008
0.103668	0.000008
0.103971	0.000008
0.104274	0.000008
0.104577	0.000008
0.104880	0.000008
0.105183	0.000008
0.105487	0.000008
0.105790	0.000008
0.106093	0.000008
0.106396	0.000008
0.106699	0.000008
0.107002	0.000008
0.107305	0.000008
0.107608	0.000008
0.107911	0.000008
0.108215	0.000007
0.108518	0.000007
0.108821	0.000007
0.109124	0.000007
0.109427	0.000007
0.109730	0.000007
0.110033	0.000007
0.110336	0.000007
0.110640	0.000007
0.110943	0.000007
0.111246	0.000007
0.111549	0.000007
0.111852	0.000007
0.112155	0.000007
0.112458	0.000007
0.112761	0.000007
0.113065	0.000007
